"ID","ItemType","Name","Value","Weight","Model","Inventory","Script"
"key_molagmarslaves_01","Misc","Molag Mar Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_morvaynmanor","Misc","Morvayn Manor Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Mudan_Dragon","Misc","Dwemer Guardian Key","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_murudius_01","Misc","Murudius' Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Mzahnch_chest","Misc","Key to Mzahnch chest","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Mzanchend_chest","Misc","Key to Mzanchend chest","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Mzuleft","Misc","Key to Mzuleft","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Nchardahrk","Misc","Key to Nchardahrk","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Nchardahrk_chest","Misc","Key to Nchardahrk chest","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Nchuleftingth","Misc","Key to Nchuleftingth","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_Nchuleftingth_chest","Misc","Key to Nchuleftingth chest","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_nedhelas","Misc","Nedhelas' key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Nelas_chest","Misc","Key to Nelas chest","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_nelothtelnaga","Misc","Key to Tel Naga","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_nelothtelnaga2","Misc","Key to Tel Naga","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_nelothtelnaga3","Misc","Key to Tel Naga","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_nelothtelnaga4","Misc","Key to Tel Naga","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Nerano_chest","Misc","Key to Nerano chest","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_neranomanor","Misc","Key to Nerano Manor","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_nileno_dorvayn","Misc","Small Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Norvayn_chest","Misc","Key to Norvayn chest","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Norvayn_tomb","Misc","Key to Norvayn tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_nuncius","Misc","Nuncius' key","900","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_nuncius2","Misc","Nuncius' key","900","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_nund","Misc","Simple Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_obscure_alit_warren","Misc","Worn Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Odibaal","Misc","Odibaal Outlaw's Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Odirniran","Misc","Key to Odirniran","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_odral_helvi","Misc","Odral Helvi's Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_odros","Misc","Dagoth Odros's Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_olms_storage","Misc","St. Olms Storage Room Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Omalen_tomb","Misc","Key to Omalen tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_omani_01","Misc","Omani Manor Key","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_Omaren_chest","Misc","Key to Omaren chest","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_Orethi_tomb","Misc","Key to Orethi tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_oritius","Misc","A Small Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_orvas_dren","Misc","Orvas Dren's Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Othrelas_door","Misc","Key to Othrelas tomb door","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Palansour","Misc","Worn Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_panatslaves_01","Misc","Panat Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_pellecia aurrus","Misc","Redoran Iron Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_persius mercius","Misc","Iron Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_pirate","Misc","Pirate Captain's Key","10","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Private Quarters","Misc","Milo's Quarters Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Punsabanit","Misc","Large Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_ra'zhid","Misc","Simple Key","100","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_ralen_hlaalo","Misc","Small Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Ravel_chest","Misc","Key to Ravel chest","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Ravel_tomb","Misc","Key to Ravel tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Raviro_tomb","Misc","Key to Raviro tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_redoran_basic","Misc","Redoran Iron Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_redoran_treasury","Misc","Dralor Treasury Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_relien_rirne","Misc","Small Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Rethandus_chest","Misc","Key to Rethandus chest","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_Rethandus_tomb","Misc","Key to Rethandus tomb","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_Rothan_tomb","Misc","Key to Rothan tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_rotheranslaves_01","Misc","Rotheran Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_rothran","Misc","Slave Cell Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Rufinus_Alleius","Misc","Rufinus Alleius' Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_rvaults1","Misc","Upper Redoran Vault Key","300","0.00","m\Key_Temple_01.nif","m\Tx_key_temple_01.tga",""
"key_sadrithmoraslaves_01","Misc","Sadrith Mora Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Sadryon_tomb","Misc","Key to Sadryon tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_saetring","Misc","Small Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Salvel_chest","Misc","Key to Salvel chest","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Salvel_tomb","Misc","Key to Salvel tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Sandas","Misc","Key to Nobleman's chest","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Sandas_tomb","Misc","Key to Sandas tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Sarano_chest","Misc","Key to Sarano chest","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Sarano_tomb","Misc","Key to Sarano tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Saren_chest","Misc","Key to Saren chest","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Saren_tomb","Misc","Key to Saren tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Sarethi_tomb","Misc","Key to Sarethi tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_sarethimanor_01","Misc","Llethri Manor Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_saryoni","Misc","Saryoni's Key","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_Sarys_chest","Misc","Sarys chest key","300","0.00","m\Key_Standard_01.nif","m\Tx_key_standard_01.tga",""
"key_saturanslaves_01","Misc","Saturan Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Savel_tomb","Misc","Key to Savel tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_savilecagekey","Misc","Savile's Slavepod Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_savilecagekey02","Misc","Savile's Slavepod Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Senim_chest","Misc","Key to Senim chest","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Senim_tomb","Misc","An old tomb key","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_sethan","Misc","Llorayna Sethan's Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_shaadnius","Misc","Sha-Adnius  Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_shaadniusslaves_01","Misc","Sha-Adnius Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_shashev","Misc","Shashev's Key","100","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_shilipuran","Misc","Shilipuran's Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_shipwreck9-11","Misc","Rusty Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_shushanslaves_01","Misc","Shushan Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_shushishi","Misc","Bandit's Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_shushishislaves","Misc","Slave key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_sinsibadonslaves_01","Misc","Sinsibadon Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_sirilonwe","Misc","Sirilonwe's Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_skeleton","Misc","Rusty Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_slave_addamasartus","Misc","Addamasartus Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"Key_SN_Warehouse","Misc","Warehouse Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_standard_01","Misc","Standard Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_standard_01_darvam hlaren","Misc","Darvam Hlaren's Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_standard_01_hassour zainsub","Misc","Standard Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_standard_01_pel_fort_prison","Misc","Fort Pelagiad Prison Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_standard_01_pel_guard_tower","Misc","Pelagiad Guard Tower Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_standard_darius_chest","Misc","Chest Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_summoning_room","Misc","Summoning Room Key","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_Suran_slave","Misc","Holding Cell Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_suranslaves_01","Misc","Suran Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_table_Mudan00","Misc","Dwemer key to table in Mudan","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_tel_aruhn_slave1","Misc","Imayn Slave Cage Key","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_telaruhnslaves_01","Misc","Tel Aruhn Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_telbranoraslaves_01","Misc","Tel Branora Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_telbranoratower","Misc","Simple Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_telvosjailslaves_01","Misc","Tel Vos Jail Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_temple_01","Misc","Temple Key","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_tgbt","Misc","Nads Tharen's Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Thalas_tomb","Misc","Key to Thalas tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Tharys_chest","Misc","Tharys chest key","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_Thelas_chest","Misc","Thelas chest key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_thendas","Misc","Thendas key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Thiralas_tomb","Misc","Key to Thiralas tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_thorek","Misc","Thorek's Key","300","0.00","m\Key_Standard_01.nif","m\Tx_key_standard_01.tga",""
"key_trib_dwe00","Misc","Dwemer key","0","0.00","m\Key_Temple_01.nif","m\Tx_key_temple_01.tga",""
"key_trib_dwe01","Misc","Dwemer key","0","0.00","m\Key_Temple_01.nif","m\Tx_key_temple_01.tga",""
"key_trib_dwe02","Misc","Dwemer key","0","0.00","m\Key_Temple_01.nif","m\Tx_key_temple_01.tga",""
"key_tukushapal_1","Misc","Rusty Old Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_tureynul","Misc","Dagoth Tureynul's key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_tuvesobeleth_01","Misc","Tuveso Beleth's Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_TV_CT","Misc","Key to Imperial Museum Jail","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_tvault","Misc","Telvanni Vault Key","300","0.00","m\Key_Temple_01.nif","m\Tx_key_temple_01.tga",""
"key_ulvil","Misc","Ulvil's Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Vandus_tomb","Misc","Key to Vandus tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_varoprivate","Misc","Private Quarters Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_varostorage","Misc","Key to Varo Tradehouse Storage","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_velas","Misc","A worn key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Venim","Misc","Key engraved "Venim"","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_venimmanor","Misc","Venim Manor Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_Verelnim_tomb","Misc","Key to Verelnim tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_vivec_arena_cell","Misc","Arena Cell Key","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_vivec_hlaalu_cell","Misc","Hlaalu Compound Cell Key","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_vivec_redoran_cell","Misc","Redoran Compound Cell Key","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_vivec_secret","Misc","Secret Palace Entrance Key","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_vivec_telvanni_cell","Misc","Telvanni Compound Cell Key","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"key_viveclizardheadslave_01","Misc","Lizard's Head Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_vivectelvannislaves_01","Misc","Telvanni Canalworks Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_volrina_01","Misc","Volrina Quarra's Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_vorarhelas","Misc","Vorar Helas' Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_widow_vabdas","Misc","Widow Vabdas' Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_WormLord_tomb","Misc","Key to Worm Lord's tomb","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_yagram","Misc","Yagrum's Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_yakanalitslaves_01","Misc","Yakanalit Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_yinglingbasement","Misc","Yngling Manor Basement Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_zainsipiluslaves_01","Misc","Zainsipilu Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"key_zebabislaves_01","Misc","Zebabi Slave Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"lucky_coin","Misc","Old Man's Lucky Coin","0","0.00","m\Gold_001.NIF","m\Tx_Gold_001.tga",""
"mamaea cell key","Misc","Crude Bronze Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"mamaea quarters key","Misc","Small Shiny Key","300","0.00","m\Key_Standard_01.NIF","m\Tx_key_standard_01.tga",""
"ministry_truth_ext","Misc","Ministry of Truth Entrance","300","0.00","m\Key_Temple_01.NIF","m\Tx_key_temple_01.tga",""
"misc_6th_ash_hrcs","Misc","Suspicious Ash Statue","10","4.00","m\Misc_6th_Ash_Statue_01.NIF","m\Misc_6th_Ash_Statue_01.tga","ashStatueTopic"
"misc_6th_ash_hrmm","Misc","Morvayn Ash Statue","10","4.00","m\Misc_6th_Ash_Statue_01.NIF","m\Misc_6th_Ash_Statue_01.tga","ashStatueTopic"
"misc_6th_ash_statue_01","Misc","Ash Statue","10","4.00","m\Misc_6th_Ash_Statue_01.NIF","m\Misc_6th_Ash_Statue_01.tga","ashStatueTopic"
"misc_argonianhead_01","Misc","The Head Of Scourge","100","3.00","m\Misc_argonianhead_01.NIF","m\Tx_argonian_head_01.tga",""
"misc_beaker_01","Misc","Beaker","2","0.50","m\Misc_beaker_01.nif","m\Tx_beaker_01.tga",""
"misc_Beluelle_silver_bowl","Misc","Beluelle's Silver bowl","40","5.00","m\Misc_Silverware_Bowl.NIF","m\Misc_Silverware_Bowl.tga","beluelleBowl"
"Misc_BM_ClawFang_UNIQUE","Misc","Totem of Claw and Fang","1","1.00","m\BM_Ceremony.nif","m\Tx_ClawFang.dds","totemScript"
"misc_clothbolt_01","Misc","Bolt of Cloth","50","25.00","f\Furn_clothbolt_01.NIF","m\Tx_clothbolt_01.tga",""
"misc_clothbolt_02","Misc","Bolt of Cloth","50","25.00","f\Furn_clothbolt_02.NIF","m\Tx_clothbolt_02.tga",""
"misc_clothbolt_02_uni","Misc","Bolt of Cloth","50","25.00","f\Furn_clothbolt_02.NIF","m\Tx_clothbolt_02.tga",""
"misc_clothbolt_03","Misc","Bolt of Cloth","50","25.00","f\Furn_clothbolt_03.NIF","m\Tx_clothbolt_03.tga",""
"misc_com_basket_01","Misc","Basket","5","2.00","m\Misc_Com_Basket_01.NIF","m\Misc_Com_Basket_01.tga",""
"misc_com_basket_02","Misc","Basket","5","2.00","m\Misc_Com_Basket_02.NIF","m\Misc_Com_Basket_02.tga",""
"misc_com_bottle_01","Misc","Bottle","1","1.00","m\Misc_Com_Bottle_01.NIF","m\Misc_Com_Bottle_01.tga",""
"misc_com_bottle_02","Misc","Bottle","1","1.00","m\Misc_Com_Bottle_02.NIF","m\Misc_Com_Bottle_02.tga",""
"misc_com_bottle_03","Misc","Jug","2","2.00","m\Misc_Com_Bottle_03.NIF","m\Misc_Com_Bottle_03.tga",""
"Misc_Com_Bottle_04","Misc","Bottle","1","1.00","m\Misc_Com_Bottle_04.NIF","m\Misc_Com_Bottle_04.tga",""
"misc_com_bottle_05","Misc","Bottle","1","1.00","m\Misc_Com_Bottle_05.NIF","m\Misc_Com_Bottle_05.tga",""
"misc_com_bottle_06","Misc","Bottle","1","1.00","m\Misc_Com_Bottle_06.NIF","m\Misc_Com_Bottle_06.tga",""
"misc_com_bottle_07","Misc","Jug","2","2.00","m\Misc_Com_Bottle_07.NIF","m\Misc_Com_Bottle_07.tga",""
"misc_com_bottle_07_float","Misc","Jug","2","2.00","m\Misc_Com_Bottle_07.NIF","m\Misc_Com_Bottle_07.tga","SignRotate"
"Misc_Com_Bottle_08","Misc","Bottle","1","1.00","m\Misc_Com_Bottle_08.NIF","m\Misc_Com_Bottle_08.tga",""
"misc_com_bottle_09","Misc","Bottle","1","1.00","m\Misc_Com_Bottle_09.NIF","m\Misc_Com_Bottle_09.tga",""
"misc_com_bottle_10","Misc","Bottle","1","1.00","m\Misc_Com_Bottle_10.NIF","m\Misc_Com_Bottle_10.tga",""
"misc_com_bottle_11","Misc","Bottle","1","1.00","m\Misc_Com_Bottle_11.NIF","m\Misc_Com_Bottle_11.tga",""
"misc_com_bottle_12","Misc","Jug","2","2.00","m\Misc_Com_Bottle_12.NIF","m\Misc_Com_Bottle_12.tga",""
"misc_com_bottle_13","Misc","Bottle","1","1.00","m\Misc_Com_Bottle_13.NIF","m\Misc_Com_Bottle_13.tga",""
"Misc_Com_Bottle_14","Misc","Bottle","1","1.00","m\Misc_Com_Bottle_14.NIF","m\Misc_Com_Bottle_14.tga",""
"misc_com_bottle_14_float","Misc","Bottle","1","1.00","m\Misc_Com_Bottle_14.NIF","m\Misc_Com_Bottle_14.tga","Float"
"misc_com_bottle_15","Misc","Bottle","1","1.00","m\Misc_Com_Bottle_15.NIF","m\Misc_Com_Bottle_15.tga",""
"misc_com_broom_01","Misc","Broom","5","3.00","m\Misc_Com_Broom_01.NIF","m\Misc_Com_Broom_01.tga",""
"misc_com_bucket_01","Misc","Bucket","2","5.00","m\Misc_Com_Bucket_01.NIF","m\Misc_Com_Bucket_01.tga",""
"misc_com_bucket_01_float","Misc","Bucket","2","5.00","m\Misc_Com_Bucket_01.NIF","m\Misc_Com_Bucket_01.tga","SignRotate"
"misc_com_bucket_boe_UNI","Misc","Bucket","2","5.00","m\Misc_Com_Bucket_01.NIF","m\Misc_Com_Bucket_01.tga",""
"misc_com_bucket_boe_UNIa","Misc","Bucket","2","5.00","m\Misc_Com_Bucket_01.NIF","m\Misc_Com_Bucket_01.tga",""
"misc_com_bucket_boe_UNIb","Misc","Bucket","2","5.00","m\Misc_Com_Bucket_01.NIF","m\Misc_Com_Bucket_01.tga",""
"Misc_Com_Bucket_Metal","Misc","Metal Bucket","3","7.00","m\Misc_Com_Bucket_Metal.NIF","m\Misc_Com_Bucket_Metal.tga",""
"misc_com_iron_ladle","Misc","Iron Ladle","1","2.00","m\Misc_Com_Iron_Ladle.NIF","m\Misc_Com_Iron_Ladle.tga",""
"misc_com_metal_goblet_01","Misc","Goblet","1","1.00","m\Misc_Com_Metal_Goblet_01.NIF","m\Misc_Com_Metal_Goblet_01.tga",""
"misc_com_metal_goblet_02","Misc","Goblet","1","1.00","m\Misc_Com_Metal_Goblet_02.NIF","m\Misc_Com_Metal_Goblet_02.tga",""
"misc_com_metal_plate_03","Misc","Plate","2","1.00","m\Misc_Com_Metal_Plate_03.NIF","m\Misc_Com_Metal_Plate_03.tga",""
"misc_com_metal_plate_03_uni","Misc","Plate","2","1.00","m\Misc_Com_Metal_Plate_03.NIF","m\Misc_Com_Metal_Plate_03.tga",""
"misc_com_metal_plate_04","Misc","Plate","1","1.00","m\Misc_Com_Metal_Plate_04.NIF","m\Misc_Com_Metal_Plate_04.tga",""
"misc_com_metal_plate_05","Misc","Plate","1","1.00","m\Misc_Com_Metal_Plate_05.NIF","m\Misc_Com_Metal_Plate_05.tga",""
"misc_com_metal_plate_07","Misc","Plate","1","1.00","m\Misc_Com_Metal_Plate_07.NIF","m\Misc_Com_Metal_Plate_07.tga",""
"misc_com_metal_plate_07_UNI1","Misc","Plate","1","1.00","m\Misc_Com_Metal_Plate_07.NIF","m\Misc_Com_Metal_Plate_07.tga",""
"misc_com_metal_plate_07_UNI2","Misc","Plate","1","1.00","m\Misc_Com_Metal_Plate_07.NIF","m\Misc_Com_Metal_Plate_07.tga",""
"Misc_Com_Pitcher_Metal_01","Misc","Pitcher","2","2.00","m\Misc_Com_Pitcher_Metal_01.NIF","m\Misc_Com_Pitcher_Metal_01.tga",""
"misc_com_plate_01","Misc","Plate","5","1.00","m\Misc_Com_Plate_01.NIF","m\Misc_Com_Plate_01.tga",""
"misc_com_plate_02","Misc","Plate","5","1.00","m\Misc_Com_Plate_02.NIF","m\Misc_Com_Plate_02.tga",""
"misc_com_plate_02_tgrc","Misc","Commemorative Plate","500","1.00","m\Misc_Com_Plate_02.NIF","m\Misc_Com_Plate_02.tga",""
"misc_com_plate_03","Misc","Plate","5","1.00","m\Misc_Com_Plate_03.NIF","m\Misc_Com_Plate_03.tga",""
"misc_com_plate_04","Misc","Plate","5","1.00","m\Misc_Com_Plate_04.NIF","m\Misc_Com_Plate_04.tga",""
"misc_com_plate_05","Misc","Plate","5","1.00","m\Misc_Com_Plate_05.NIF","m\Misc_Com_Plate_05.tga",""
"misc_com_plate_06","Misc","Plate","5","1.00","m\Misc_Com_Plate_06.NIF","m\Misc_Com_Plate_06.tga",""
"misc_com_plate_06_tgrc","Misc","Commemorative Plate","500","1.00","m\Misc_Com_Plate_06.NIF","m\Misc_Com_Plate_06.tga",""
